1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,,,,21,,23,24,,,27,28,29,30,31,32,33,
42324,,Cloc Glass 12oz Rectangular Food Storage Pesto,Cloc Glass,Food Storage,Food Storage,12oz,Rectangular,Pesto,,,Neoflam,24,,,,,,,,,,,,,,,0.63,0.63,,,,,
42326,,Cloc Glass 34oz Rectangular Food Storage Pesto,Cloc Glass,Food Storage,Food Storage,34oz,Rectangular,Pesto,,,Neoflam,12,,,,,,,,,,,,,,,1.09,1.09,,,,,
42331,,Smart Seal 20.2oz (0.6L) Square Canister w/ Blue cover Gray handle Lid,SM,Smart Seal,Smart Seal,19oz,Square,Blue,,,Neoflam,24,,,,,,,,,,,,,,,1.04,1.04,,,,,
42332,,Smart Seal 47.3oz (1.4L) Square Canister w/ Blue cover Gray handle Lid,SM,Smart Seal,Smart Seal,46oz,Square,Blue,,,Neoflam,12,,,,,,,,,,,,,,,1.23,1.23,,,,,
42333,,Smart Seal 71oz (2.1L) Square Canister w/ Blue cover Gray handle Lid,SM,Smart Seal,Smart Seal,71oz,Square,Blue,,,Neoflam,12,,,,,,,,,,,,,,,1.46,1.46,,,,,
42334,,Smart Seal 94.6oz (2.8L) Square Canister w/ Blue cover Gray handle Lid,SM,Smart Seal,Smart Seal,91oz,Square,Blue,,,Neoflam,8,,,,,,,,,,,,,,,1.67,1.67,,,,,
42335,,Smart Seal 28.4oz(0.84L) Rectangular Canister w/ Blue cover Gray handle Lid,SM,Smart Seal,Smart Seal,25oz,Rectangular,Blue,,,Neoflam,24,,,,,,,,,,,,,,,1.14,1.14,,,,,
42336,,Smart Seal 60.9oz (1.8L) Rectangular Canister w/ Blue cover Gray handle Lid,SM,Smart Seal,Smart Seal,59oz,Rectangular,Blue,,,Neoflam,12,,,,,,,,,,,,,,,1.39,1.39,,,,,
42341,,Smart Seal 19oz Square Canister - Green Lid Light Green Handle,SM,Smart Seal,Smart Seal,19oz,Square,Green,,,Neoflam,24,,,,,,,,,,,,,,,1.02,1.02,,,,,
42342,,Smart Seal 46oz Square Canister - Green Lid Light Green Handle,SM,Smart Seal,Smart Seal,46oz,Square,Green,,,Neoflam,12,,,,,,,,,,,,,,,1.19,1.19,,,,,
42343,,Smart Seal 71oz Square Canister - Green Lid Light Green Handle,SM,Smart Seal,Smart Seal,71oz,Square,Green,,,Neoflam,12,,,,,,,,,,,,,,,1.41,1.41,,,,,
42344,,Smart Seal 91oz Square Canister - Green Lid Light Green Handle,SM,Smart Seal,Smart Seal,91oz,Square,Green,,,Neoflam,8,,,,,,,,,,,,,,,1.6,1.6,,,,,
42345,,Smart Seal 25oz Rectangular Canister - Green Lid Light Green Handle,SM,Smart Seal,Smart Seal,25oz,Rectangular,Green,,,Neoflam,24,,,,,,,,,,,,,,,1.14,1.14,,,,,
42346,,Smart Seal 59oz Rectangular Canister - Green Lid Light Green Handle,SM,Smart Seal,Smart Seal,59oz,Rectangular,Green,,,Neoflam,12,,,,,,,,,,,,,,,1.39,1.39,,,,,
42391,,10P Stainless Steel Food Storage (0.4mm) 600ml * 2 1200ml * 1 1500ml *2 (#1785483),SS FS,Food Storage,Food Storage Set 10pc,10pc,Rectangular,Clear,,,Neoflam,10,,,,,,,,,,,,,,,10.54,10.54,,,,,
42402,,Neoflam Stainless Steel Food Storage 5 Not Microwavable P=90 (#1785483),SS FS,Food Storage,Food Storage Set 10pc,10pc,Rectangular,Clear,Microwavable,,Neoflam,10,,,,,,,,,,,,,,,10.57,10.57,,,,,
42403,,Neoflam Glass Storage 12P Rectangular P=120 (#68498),Comodo Glass,Food Storage,Food Storage Set 12pc,12pc,,Ivory,,,Neoflam,12,,,,,,,,,,,,,,,7.58,7.58,,,,,
42412,,Smart Seal 46oz Square Canister - Pink Lid Gray Handle,SM,Smart Seal,Smart Seal,46oz,Square,Pink,,,Neoflam,6,,,,,,,,,,,,,,,1.21,1.21,,,,,
42413,,Smart Seal 71oz Square Canister - Pink Lid Gray Handle,SM,Smart Seal,Smart Seal,71oz,Square,Pink,,,Neoflam,6,,,,,,,,,,,,,,,1.43,1.43,,,,,
42414,,Smart Seal 91oz Square Canister - Pink Lid Gray Handle,SM,Smart Seal,Smart Seal,91oz,Square,Pink,,,Neoflam,6,,,,,,,,,,,,,,,1.63,1.63,,,,,
42416,,Smart Seal 59oz Rectangular Canister - Pink Lid Gray Handle,SM,Smart Seal,Smart Seal,59oz,Rectangular,Pink,,,Neoflam,6,,,,,,,,,,,,,,,1.37,1.37,,,,,
42417,,Smart Seal 91oz Rectangular Canister - Pink Lid Gray Handle,SM,Smart Seal,Smart Seal,91oz,Rectangular,Pink,,,Neoflam,6,,,,,,,,,,,,,,,1.54,1.54,,,,,
42418,,Smart Seal 122oz Rectangular Canister - Pink Lid Gray Handle,SM,Smart Seal,Smart Seal,122oz,Rectangular,Pink,,,Neoflam,6,,,,,,,,,,,,,,,1.85,1.85,,,,,
42440,,Clave Cutting Board Set 3pc,Clave,Cutting Board Set,Cutting Board Set,,,White Green,,,Neoflam,1,,,,,,,,,,,,,,,8.54,8.34,,,,,
42450,,Neoflam Ceramic Frypan 26 Lid P=120(#72349),Herne,Cookware Set,Cookware Set 3pc,,,Ivory,Wood handle,,Neoflam,1,,,,,,,,,,,,,,,11.12,11.12,,,,,
42460,,Neoflam Stainless Steel Food Storage Set 12pc White Lid,SS FS,Food Storage,Food Storage Set 12pc,12pc,Rectangular,Clear,,,Neoflam,1,,,,,,,,,,,,,,,13.23,13.23,,,,,
42518,,Wavy Glass 11oz Square Food Storage Dark Green,Wavy Glass,Food Storage,Food Storage,11oz,Square,Dark Green,,,Neoflam,24,,,,,,,,,,,,,,,0.61,0.61,,,,,
42519,,Wavy Glass 17oz Square Food Storage Dark Green,Wavy Glass,Food Storage,Food Storage,17oz,Square,Dark Green,,,Neoflam,24,,,,,,,,,,,,,,,0.71,0.71,,,,,
42520,,Wavy Glass 27oz Square Food Storage Dark Green,Wavy Glass,Food Storage,Food Storage,27oz,Square,Dark Green,,,Neoflam,24,,,,,,,,,,,,,,,0.95,0.95,,,,,
42521,,Wavy Glass 12oz Rectangular Food Storage Dark Green,Wavy Glass,Food Storage,Food Storage,12oz,Rectangular,Dark Green,,,Neoflam,24,,,,,,,,,,,,,,,0.68,0.68,,,,,
42522,,Wavy Glass 21oz Rectangular Food Storage Dark Green,Wavy Glass,Food Storage,Food Storage,21oz,Rectangular,Dark Green,,,Neoflam,24,,,,,,,,,,,,,,,0.85,0.85,,,,,
42523,,Wavy Glass 34oz Rectangular Food Storage Dark Green,Wavy Glass,Food Storage,Food Storage,34oz,Rectangular,Dark Green,,,Neoflam,12,,,,,,,,,,,,,,,1.14,1.14,,,,,
42524,,Wavy Glass 51oz Rectangular Food Storage Dark Green,Wavy Glass,Food Storage,Food Storage,51oz,Rectangular,Dark Green,,,Neoflam,12,,,,,,,,,,,,,,,1.41,1.41,,,,,
42525,,Oval Bento Glass 39oz Food Storage - Clear Lid Vent,Oval Bento,Food Storage,Food Storage,39oz,Oval,Clear,Vent,,Neoflam,12,,,,,,,,,,,,,,,1.09,1.07,,,,,
42526,,Oval Bento Glass 37oz Food Storage with Divider - Blue Lid Vent,Oval Bento,Food Storage,Food Storage,37oz,Oval,Blue,Vent/Divider,,Neoflam,12,,,,,,,,,,,,,,,1.22,1.21,,,,,
51101,,"Aeni 6"" Heart Egg Pan in Pink",Aeni,Cookware,Egg Pan,"6""",,,,,Neoflam,16,,,,,,,,,,,,36,68,,5.51,7.22,,,,,
51102,,"Aeni 6"" Heart Egg Pan in Red",Aeni,Cookware,Egg Pan,"6""",,,,,Neoflam,16,,,,,,,,,,,,36,68,,4.67,6.12,,,,,
51203,,Eela 4.5qt Stockpot in Olive Green,Eela,Cookware,Stockpot,4.5 qt,,,,,Neoflam,6,,,,,,,,,,,,,,,18.24,19.7,,,,,
51204,,Eela 2.5qt Low Stockpot in Olive Green,Eela,Cookware,Stockpot,2.5 qt,,,,,Neoflam,6,,,,,,,,,,,,,,,16.96,18.83,,,,,
51205,,Eela 1.9qt Saucepan in Olive Green,Eela,Cookware,Saucepan,1.9 qt,,,,,Neoflam,6,,,,,,,,,,,,,,,13.81,14.91,,,,,
51206,,Eela 7qt Stockpot in Olive Green,Eela,Cookware,Stockpot,7 qt,,,,,Neoflam,4,,,,,,,,,,,,,,,23.71,25.61,,,,,
51209,,Eela 2.5qt Low Stockpot in Pink Glass Lid,Eela,Cookware,Saucepan,2.5 qt,,,,,Neoflam,6,,,,,,,,,,,,,,,12.49,13.49,,,,,
51210,,Eela 1.9qt Saucepan in Pink Glass Lid,Eela,Cookware,Saucepan,1.9 qt,,,,,Neoflam,6,,25.39,16.54,10.24,64.5,42,26,,,0.07,,24,68,,10.48,12.33,,,,,
51212,,"Eela 10"" Frying Pan in Olive Green",Eela,Cookware,Fry Pan,"10""",,,,,Neoflam,8,,,,,,,,,,,,,,,8.44,9.12,,,,,
51214,,"Eela 11"" Square Grill Pan in Olive Green",Eela,Cookware,Grill Pan,"11""",,,,,Neoflam,8,,,,,,,,,,,,,,,10.25,11.38,,,,,
51215,,"Eela 12"" Chef's Pan in Olive Green Glass Lid",Eela,Cookware,Wok,"12""",,,,,Neoflam,6,,,,,,,,,,,,,,,12.97,14.01,,,,,
51218,,"Eela 11"" Frying Pan in Pink",Eela,Cookware,Fry Pan,"11""",,,,,Neoflam,8,,,,,,,,,,,,,,,9.66,10.43,,,,,
51223,,Eela 1.9qt Saucepan in Ivory,Eela,Cookware,Saucepan,1.9 qt,,,,,Neoflam,6,,,,,,,,,,,,,,,13.81,14.91,,,,,
51225,,Eela 4.5qt Stockpot in Ivory,Eela,Cookware,Stockpot,4.5 qt,,,,,Neoflam,6,,,,,,,,,,,,,,,18.24,19.7,,,,,
51228,,Eela 1.5qt Saucepan in Deep Blue,Eela,Cookware,Saucepan,1.5 qt,,,,,Neoflam,6,,,,,,,,,,,,,,,13.69,14.79,,,,,
51231,,Eela 7qt Stockpot in Deep Blue,Eela,Cookware,Stockpot,7 qt,,,,,Neoflam,4,,,,,,,,,,,,,,,23.5,25.38,,,,,
51232,,Eela 2.5qt Low Stockpot in Deep Blue,Eela,Cookware,Stockpot,2.5 qt,,,,,Neoflam,6,,,,,,,,,,,,,,,17.48,18.88,,,,,
51233,,"Eela 8"" Frying Pan in Deep Blue",Eela,Cookware,Frying Pan,"8""",,,,,Neoflam,8,,,,,,,,,,,,,,,6.94,7.5,,,,,
51234,,"Eela 10"" Frying Pan in Deep Blue",Eela,Cookware,Frying Pan,"10""",,,,,Neoflam,8,,,,,,,,,,,,,,,8.56,9.24,,,,,
51236,,"Eela 11"" Square Grill Pan in Deep Blue",Eela,Cookware,Grill Pan,"11""",,,,,Neoflam,8,,,,,,,,,,,,,,,10.15,10.96,,,,,
51237,,"Eela 12"" Chef's Pan in Deep Blue Glass Lid",Eela,Cookware,Wok,"12""",,,,,Neoflam,4,,19.49,13.19,13.39,49.5,33.5,34,,,0.056,,0,68,,13.25,15.58,,,,,
51240,,Eela 4.5qt Stockpot in Orange,Eela,Cookware,Stockpot,4.5 qt,,,,,Neoflam,6,,,,,,,,,,,,,,,18.8,20.3,,,,,
51241,,Eela 7qt Stockpot in Orange,Eela,Cookware,Stockpot,7 qt,,,,,Neoflam,4,,,,,,,,,,,,,,,23.5,25.38,,,,,
51243,,"Eela 8"" Frying Pan in Orange",Eela,Cookware,Frying Pan,"8""",,,,,Neoflam,8,,,,,,,,,,,,,,,6.94,7.5,,,,,
51244,,"Eela 10"" Frying Pan in Orange",Eela,Cookware,Frying Pan,"10""",,,,,Neoflam,8,,,,,,,,,,,,,,,8.56,9.24,,,,,
51246,,"Eela 11"" Square Grill Pan in Orange",Eela,Cookware,,"11""",,,,,Neoflam,8,,,,,,,,,,,,,,,10.15,11.27,,,,,
51252,,"Eela 12"" Chef's Pan in Ivory Glass Lid",Eela,Cookware,,"12""",,,,,Neoflam,4,,19.49,13.19,13.39,49.5,33.5,34,,,0.056,,,,,13.25,15.58,,,,,
51256,,Eela 4.5qt Stockpot in Light Blue Glass Lid,Eela,Cookware,,4.5 qt,,,,,Neoflam,6,,,,,,,,,,,,,,,13.7,14.8,,,,,
51257,,Eela 2.5qt Low Stockpot in Light Blue Glass Lid,Eela,Cookware,,2.5 qt,,,,,Neoflam,6,,,,,,,,,,,,,,,12.43,13.42,,,,,
51258,,"Eela 11"" Frying Pan in Light Blue",Eela,Cookware,,"11""",,,,,Neoflam,8,,,,,,,,,,,,,,,9.66,10.43,,,,,
51262,,Eela 1.9qt Saucepan in Ivory Glass Lid,Eela,Cookware,,1.9 qt,,,,,Neoflam,6,,25.39,16.54,10.24,64.5,42,26,,,0.07,,24,68,,10.48,12.33,,,,,
51265,,Eela 2.5qt Low Stockpot in Ivory Glass Lid,Eela,Cookware,,2.5 qt,,,,,Neoflam,6,,,,,,,,,,,,,,,12.43,13.42,,,,,
51266,,Eela 7pc Cookware Set in Pink Glass Lid,Eela,Cookware,,7 pcs,,,,,Neoflam,2,,22.44,13.39,18.5,57,34,47,,,0.091,,,,,46.71,54.96,,,,,
51283,,Eela 1.9qt Saucepan in Apple Green Glass Lid,Eela,Cookware,,1.9 qt,,,,,Neoflam,6,,25.39,16.54,10.24,64.5,42,26,,,0.07,,24,68,,10.48,11.32,,,,,
51284,,Eela 2.5qt Stockpot in Apple Green Glass Lid,Eela,Cookware,,2.5 qt,,,,,Neoflam,6,,,,,,,,,,,,,,,11.53,12.45,,,,,
51285,,Eela 4.5qt Stockpot in Apple Green Glass Lid,Eela,Cookware,,4.5 qt,,,,,Neoflam,6,,,,,,,,,,,,,,,13.7,14.8,,,,,
51286,,Eela 2.5qt Low Stockpot in Apple Green Glass Lid,Eela,Cookware,,2.5 qt,,,,,Neoflam,6,,,,,,,,,,,,,,,12.43,13.42,,,,,
51287,,Eela 1.2qt. Milk Pan in Ivory,Eela,Cookware,,1.2 qt,,,,,Neoflam,12,,20.47,13.39,17.01,52,34,43.2,,,0.076,,21,68,,7.69,9.05,,,,,
51288,,"Eela 8"" Frying Pan in Light Blue",Eela,Cookware,,"8""",,,,,Neoflam,8,,,,,,,,,,,,36,76,,6.96,7.73,,,,,
51289,,"Eela 8"" Frying Pan in Apple Green",Eela,Cookware,,"8""",,,,,Neoflam,8,,,,,,,,,,,,,,,6.96,7.73,,,,,
51290,,"Eela 9.5"" Frying Pan in Pink",Eela,Cookware,,"9.5""",,,,,Neoflam,8,,,,,,,,,,,,,,,8.23,9.14,,,,,
51291,,"Eela 9.5"" Frying Pan in Light Blue",Eela,Cookware,,"9.5""",,,,,Neoflam,8,,,,,,,,,,,,24,76,,8.23,9.14,,,,,
51292,,"Eela 9.5"" Frying Pan in Apple Green",Eela,Cookware,,"9.5""",,,,,Neoflam,8,,,,,,,,,,,,24,76,,8.23,9.14,,,,,
51296,,Eela 5pc Cookware Set in Apple Green Glass Lid,Eela,Cookware Set,,,,,,,Neoflam,2,,,,,,,,,,,,,,,32.48,35.08,,,,,
51317,,Venn 2qt Saucepan in Marble Glass Lid,Venn,Cookware,,2 qt,,,,,Neoflam,6,,,,,,,,,,,,,,,10.55,13.82,,,,,
51320,,Venn 2.5qt Low Stockpot in Marble Glass Lid,Venn,Cookware,,2.5 qt,,,,,Neoflam,6,,,,,,,,,,,,,,,11.78,15.43,,,,,
51404,,Eela 1.2qt Milk Pan in Light Yellow,Eela,Cookware,,1.2 qt,,,,,Neoflam,12,,20.47,13.39,17.01,52,34,43.2,,,0.076,,,,,7.69,8.31,,,,,
51405,,Eela 1.2qt Milk Pan in Pink,Eela,Cookware,,1.2 qt,,,,,Neoflam,12,,20.47,13.39,17.01,52,34,43.2,,,0.076,,21,68,,7.69,9.05,,,,,
51406,,Eela 1.2qT Milk Pan in Apple Green,Eela,Cookware,,,,,,,Neoflam,12,,20.47,13.39,17.01,52,34,43.2,,,0.076,,21,68,,7.69,8.31,,,,,
51407,,Eela 1.9qt Saucepan in Deep Blue Glass Lid,Eela,Cookware,,1.9 qt,,,,,Neoflam,6,,25.39,16.54,10.24,64.5,42,26,,,0.07,,30,68,,10.48,12.33,,,,,
51408,,Eela 1.2qt Milk Pan in Deep Blue,Eela,Cookware,,1.2 qt,,,,,Neoflam,12,,20.47,13.39,17.01,52,34,43.2,,,0.076,,21,68,,7.69,9.05,,,,,
51505,,"Mitra 11"" Square Grill Pan in Red",Mitra,Cookware,,"11""",,,,,Neoflam,8,,,,,,,,,,,,,,,8.92,9.63,,,,,
51506,,"Mitra 11"" Square Grill Pan in Blue",Mitra,Cookware,,"11""",,,,,Neoflam,8,,,,,,,,,,,,,,,8.92,9.63,,,,,
51507,,"Mitra 11"" Square Grill Pan in Green",Mitra,Cookware,,"11""",,,,,Neoflam,8,,,,,,,,,,,,,,,8.92,9.9,,,,,
51508,,"Mitra 11"" Square Grill Pan in Yellow",Mitra,Cookware,,"11""",,,,,Neoflam,8,,,,,,,,,,,,,,,8.92,9.63,,,,,
51509,,"Mitra 10"" Crepe Pan in Red",Mitra,Cookware,,"10""",,,,,Neoflam,8,,,,,,,,,,,,,,,8.07,10.57,,,,,
51510,,"Mitra 10"" Crepe Pan in Blue",Mitra,Cookware,,"10""",,,,,Neoflam,8,,,,,,,,,,,,,,,7.11,7.89,,,,,
51514,,"Mitra 10"" Pancake Pan in Blue",Mitra,Cookware,,"10""",,,,,Neoflam,8,,,,,,,,,,,,,,,7.82,8.45,,,,,
51516,,"Mitra 10"" Pancake Pan in Yellow",Mitra,Cookware,,"10""",,,,,Neoflam,8,,,,,,,,,,,,,,,7.82,8.45,,,,,
51521,,"Amie 13.5"" Chef's Pan in Red",Amie,Cookware,,"13.5""",,,,,Neoflam,4,,,,,,,,,,,,,,,13.45,14.53,,,,,
51521 - B,,"Defective/ Damaged - Amie 13.5"" Chef's Pan in Red",,Cookware,,"6.3""",,,,,Neoflam,4,,,,,,,,16.16,,0.113,0.0283,,,,13.45,14.53,,59.99,49.99,,
51649,,"Better Finger Cast Aluminum Deep Casserole 6.3"" Full IH - Yellow",Better Finger,Cookware,,"6.3""",,,,,Neoflam,6,,27.17,9.45,20.47,69,24,52,,,0.086,,,,,23.85,25.76,,,,,
51650,,"Better Finger Cast Aluminum Deep Casserole 6.3"" Full IH - Mint",Better Finger,Cookware,,"10""",,,,,Neoflam,6,,27.17,9.45,20.47,69,24,52,,,0.086,,,,,23.85,31.24,,,,,
51651,,"Better Finger Cast Aluminum Frypan 10"" - IH",Better Finger,Cookware,,"9""",,,,,Neoflam,8,,0.21,0.16,0.1,0.535,0.415,0.26,,,0.058,,,,,12.75,17.7,,,,,
51652,,"Better Finger Cast Aluminum Wokpan 9"" - IH",Better Finger,Cookware,,"10""",,,,,Neoflam,8,,0.19,0.16,0.13,0.485,0.4,0.34,,,0.066,,,,,12.15,16.09,,,,,
51653,,"Better Finger Cast Aluminum Grillpan Oval Shaped 10"" - IH",Better Finger,Cookware,,"7""",,,,,Neoflam,8,,0.21,0.14,0.1,0.525,0.365,0.26,,,0.05,,,,,12.69,17.62,,,,,
51654,,"Better Finger Cast Aluminum Baby Wokpan 7"" - IH",Better Finger,Cookware,,"7""",,,,,Neoflam,8,,0.17,0.14,0.14,0.425,0.365,0.36,,,0.056,,,,,11.58,16.09,,,,,
51655,,"Better Finger Cast Aluminum Casserole 7"" - Dual Handle / IH",Better Finger,Cookware,,"10""",,,,,Neoflam,6,,0.17,0.14,0.18,0.425,0.35,0.455,,,0.068,,,,,20.02,16.09,,,,,
51656,,"Better Finger Cast Aluminum Low Casserole Oval Shaped 10"" - IH",Better Finger,Cookware,,2 pcs,,,,,Neoflam,6,,0.17,0.16,0.13,0.425,0.41,0.32,,,0.056,,,,,21.32,29.61,,,,,
51657,,Better Finger Ceramic Bowl - Purple,Better Finger,Tableware,,,,,,,Neoflam,12,,,,,,,,,,,,,,,7.58,10.05,,,,,
51658,,Better Finger Ceramic Bowl - White,Better Finger,Tableware,,,,,,,Neoflam,12,,,,,,,,,,,,,,,7.58,10.05,,,,,
51659,,Better Finger Ceramic Bowl - Pink,Better Finger,Tableware,,,,,,,Neoflam,12,,,,,,,,,,,,,,,7.58,10.05,,,,,
51660,,Better Finger Ceramic Bowl - Yellow,Better Finger,Tableware,,,,,,,Neoflam,12,,,,,,,,,,,,,,,7.58,10.05,,,,,
51661,,Better Finger Ceramic Petit Bowl - Purple,Better Finger,Tableware,,,,,,,Neoflam,32,,,,,,,,,,,,,,,4.28,5.25,,,,,
51662,,Better Finger Ceramic Petit Bowl - White,Better Finger,Tableware,,,,,,,Neoflam,32,,,,,,,,,,,,,,,4.28,5.25,,,,,
51663,,Better Finger Ceramic Petit Bowl - Pink,Better Finger,Tableware,,,,,,,Neoflam,32,,,,,,,,,,,,,,,4.28,5.25,,,,,
51664,,Better Finger Ceramic Petit Bowl - Yellow,Better Finger,Tableware,,,,,,,Neoflam,32,,,,,,,,,,,,,,,4.28,5.25,,,,,
51665,,Better Finger Ceramic Plate S - Purple,Better Finger,Tableware,,,,,,,Neoflam,20,,,,,,,,,,,,,,,5.55,7.7,,,,,
51666,,Better Finger Ceramic Plate S - White,Better Finger,Tableware,,,,,,,Neoflam,20,,,,,,,,,,,,,,,5.55,7.7,,,,,
51667,,Better Finger Ceramic Plate S - Pink,Better Finger,Tableware,,,,,,,Neoflam,20,,,,,,,,,,,,,,,5.55,7.7,,,,,
51668,,Better Finger Ceramic Plate S - Yellow,Better Finger,Tableware,,,,,,,Neoflam,20,,,,,,,,,,,,,,,5.55,7.7,,,,,
51669,,Better Finger Ceramic Plate L - Purple,Better Finger,Tableware,,,,,,,Neoflam,12,,,,,,,,,,,,,,,6.43,8.93,,,,,
51670,,Better Finger Ceramic Plate L - White,Better Finger,Tableware,,,,,,,Neoflam,12,,,,,,,,,,,,,,,6.43,8.93,,,,,
51671,,Better Finger Ceramic Plate L - Pink,Better Finger,Tableware,,,,,,,Neoflam,12,,,,,,,,,,,,,,,6.43,8.93,,,,,
51672,,Better Finger Ceramic Plate L - Yellow,Better Finger,Tableware,,,,,,,Neoflam,12,,,,,,,,,,,,,,,6.43,8.93,,,,,
51673,,Better Finger Ceramic Meal Tray - Purple,Better Finger,Tableware,,,,,,,Neoflam,12,,,,,,,,,,,,,,,8.95,12.43,,,,,
51674,,Better Finger Ceramic Meal Tray - White,Better Finger,Tableware,,,,,,,Neoflam,12,,,,,,,,,,,,,,,8.95,12.43,,,,,
51675,,Better Finger Ceramic Meal Tray - Pink,Better Finger,Tableware,,,,,,,Neoflam,12,,,,,,,,,,,,,,,8.95,12.43,,,,,
51676,,Better Finger Ceramic Meal Tray - Yellow,Better Finger,Tableware,,,,,,,Neoflam,12,,,,,,,,,,,,,,,8.95,12.43,,,,,
51677,,Better Finger Ceramic Twist Mug - Purple,Better Finger,Tableware,,,,,,,Neoflam,20,,,,,,,,,,,,,,,4.55,5.87,,,,,
51678,,Better Finger Ceramic Twist Mug - White,Better Finger,Tableware,,,,,,,Neoflam,20,,,,,,,,,,,,,,,4.55,5.87,,,,,
51679,,Better Finger Ceramic Twist Mug - Pink,Better Finger,Tableware,,,,,,,Neoflam,20,,,,,,,,,,,,,,,4.55,5.87,,,,,
51680,,Better Finger Ceramic Twist Mug - Yellow,Better Finger,Tableware,,,,,,,Neoflam,20,,,,,,,,,,,,,,,4.55,5.87,,,,,
51681,,Better Finger Ceramic Goblet Cup - Purple,Better Finger,Tableware,,,,,,,Neoflam,48,,,,,,,,,,,,,,,3.96,4.72,,,,,
51682,,Better Finger Ceramic Goblet Cup - White,Better Finger,Tableware,,,,,,,Neoflam,48,,,,,,,,,,,,,,,3.96,4.72,,,,,
51683,,Better Finger Ceramic Goblet Cup - Pink,Better Finger,Tableware,,,,,,,Neoflam,48,,,,,,,,,,,,,,,3.96,4.72,,,,,
51684,,Better Finger Ceramic Goblet Cup - Yellow,Better Finger,Tableware,,,,,,,Neoflam,48,,,,,,,,,,,,,,,3.96,4.72,,,,,
51685,,Better Finger Ceramic Cutlery Stand - Purple,Better Finger,Tableware,,,,,,,Neoflam,72,,,,,,,,,,,,,,,3.04,3.98,,,,,
51686,,Better Finger Ceramic Cutlery Stand - White,Better Finger,Tableware,,,,,,,Neoflam,72,,,,,,,,,,,,,,,3.04,3.98,,,,,
51687,,Better Finger Ceramic Cutlery Stand - Pink,Better Finger,Tableware,,,,,,,Neoflam,72,,,,,,,,,,,,,,,3.04,3.98,,,,,
51688,,Better Finger Ceramic Cutlery Stand - Yellow,Better Finger,Tableware,,,,,,,Neoflam,72,,,,,,,,,,,,,,,3.04,3.98,,,,,
51689,,Better Finger Ceramic Ball Mug - Purple,Better Finger,Tableware,,,,,,,Neoflam,20,,,,,,,,,,,,,,,4.55,5.86,,,,,
51690,,Better Finger Ceramic Ball Mug - White,Better Finger,Tableware,,,,,,,Neoflam,20,,,,,,,,,,,,,,,4.55,5.86,,,,,
51691,,Better Finger Ceramic Ball Mug - Pink,Better Finger,Tableware,,,,,,,Neoflam,20,,,,,,,,,,,,,,,4.55,5.86,,,,,
51692,,Better Finger Ceramic Ball Mug - Yellow,Better Finger,Tableware,,,,,,,Neoflam,20,,,,,,,,,,,,,,,4.55,5.86,,,,,
51693,,Better Finger Ceramic Ring Mug - Purple,Better Finger,Tableware,,,,,,,Neoflam,20,,,,,,,,,,,,,,,4.55,5.86,,,,,
51694,,Better Finger Ceramic Ring Mug - White,Better Finger,Tableware,,,,,,,Neoflam,20,,,,,,,,,,,,,,,4.55,5.86,,,,,
51702,,Tily 2pc Frying Pan Set in Blue,Tily,Cookware,,"11""",,,,,Neoflam,4,,,,,,,,,,,,,,,19.44,21,,,,,
51902,,"PerfecToss 11"" Frying Pan in Blue",PerfecToss,Cookware,,"11""",,,,,Neoflam,8,,,,,,,,,,,,,,,8.43,9.1,,,,,
51903,,"PerfecToss 11"" Frying Pan in Green",PerfecToss,Cookware,,"11""",,,,,Neoflam,8,,,,,,,,,,,,,,,8.43,9.1,,,,,
51904,,"PerfecToss 11"" Frying Pan in Yellow",PerfecToss,Cookware,,28 cm,,,,,Neoflam,8,,,,,,,,,,,,,,,8.43,9.1,,,,,
51921,,Classic Wood Wok 28cm - Pink Wood,Classic Wood,Cookware,,28 cm,,,,,Neoflam,6,,25.39,16.54,10.24,64.5,42,26,,,0.07,,,,,9.54,10.3,,,,,
51922,,Classic Wood Frying pan 28cm - Pink Wood,Classic Wood,Cookware,,24 cm,,,,,Neoflam,8,,25.39,16.54,10.24,64.5,42,26,,,0.07,,,,,9.27,10.01,,,,,
51923,,Classic Wood Frying pan 24cm - Pink Wood,Classic Wood,Cookware,,"10.5""",,,,,Neoflam,8,,20.47,13.39,17.01,52,34,43.2,,,0.076,,,,,7.98,8.62,,,,,
52003,,"Steam Plus 10.5"" Pan w/ Glass Lid (one Handle) Red",Steam Plus,Cookware,,"10.5""",,,,,Neoflam,6,,,,,,,,,,,,,,,15.54,20.36,,,,,
52004,,"Steam Plus 10.5"" Pan w/ Glass Lid- (two Handles) Red",Steam Plus,Cookware,,,,,,,Neoflam,6,,,,,,,,,,,,,,,15.92,20.86,,,,,
52006,,Tiger Baby Set / Mini yellow & Warm Beige color,Tiger Baby Set,Cookware,,"10""",,,,,Neoflam,6,,,,,,,,,,,,,,,15.84,17.11,,,,,
52007,,Dinning Tweezer,Dinning,Kitchen Tool,,,,,,,Neoflam,6,,,,,,,,,,,,,,,2.89,3.12,,,,,
52008,,"Chef Master Wok 10"" (26cm)",Chef Master,Cookware,,"11""",,,,,Neoflam,10,,22.64,13.39,9.06,57.5,34,23,,,0.045,,,,,5.78,8.03,,,,,
